1001,1475174058.905106,1,0.000000,1,0,1,5,1475174050.369356:1475174052.377977:1475174054.386960:1475174056.395572:1475174058.404535:,1475174050.649787:1475174052.737770:1475174054.721742:1475174056.793714:1475174058.633686:,1475174050.649787:1475174052.737770:1475174054.721742:1475174056.793714:1475174058.633686:,
1001,1475174091.152901,1,0.000000,0,1,0,5,1475174081.736259:1475174083.965370:1475174086.194456:1475174088.423535:1475174090.652609:,1475174082.001346:1475174084.137316:1475174086.409266:1475174088.689254:1475174090.905233:,1475174082.001346:1475174084.137316:1475174086.409266:1475174088.689254:1475174090.905233:,
1001,1475174114.513946,1,0.000000,1,1,1,5,1475174105.097203:1475174107.326212:1475174109.555444:1475174111.784555:1475174114.013653:,1475174105.249026:1475174107.425006:1475174109.856969:1475174112.056938:1475174114.264891:,1475174105.249026:1475174107.425006:1475174109.856969:1475174112.056938:1475174114.264891:,
1001,1475174152.234117,0,0.100000,1,1,1,10,1475174131.772801:1475174134.001354:1475174136.230396:1475174138.460022:1475174140.688378:1475174142.917510:1475174145.146587:1475174147.375707:1475174149.605213:1475174151.833816:,1475174132.040660:1475174134.224622:1475174136.448599:1475174138.744570:1475174141.064536:1475174143.152506:1475174145.256471:1475174147.624445:1475174149.832417:1475174152.104378:,1475174132.040660:1475174134.224622:1475174136.448599:1475174138.744570:1475174141.064536:1475174143.152506:1475174145.256471:1475174147.624445:1475174149.832417:1475174152.104378:,
1001,1475174182.224327,0,0.000000,1,0,1,10,1475174163.644496:1475174165.653752:1475174167.662411:1475174169.671736:1475174171.680477:1475174173.689135:1475174175.697834:1475174177.706426:1475174179.715132:1475174181.724018:,1475174163.888225:1475174165.920192:1475174167.904156:1475174169.912132:1475174171.968087:1475174173.928083:1475174175.992055:1475174178.024027:1475174179.951997:1475174181.935979:,1475174163.888225:1475174165.920192:1475174167.904156:1475174169.912132:1475174171.968087:1475174173.928083:1475174175.992055:1475174178.024027:1475174179.951997:1475174181.935979:,
1001,1475174210.399185,0,0.300000,1,1,1,10,1475174189.782008:1475174192.011014:1475174194.240123:1475174196.469208:1475174198.698268:1475174200.927396:1475174203.156762:1475174205.385637:1475174207.614725:1475174209.843613:,1475174190.047858:1475174192.255831:1475174194.463790:1475174196.703754:1475174199.023720:1475174201.167687:1475174203.495629:1475174205.663647:1475174207.911577:1475174210.047584:,1475174190.047858:1475174192.255831:1475174194.463790:1475174196.703754:1475174199.023720:1475174201.167687:1475174203.495629:1475174205.663647:1475174207.911577:1475174210.047584:,
1001,1475174238.599608,0,0.000000,1,1,1,10,1475174218.037774:1475174220.266597:1475174222.495688:1475174224.724719:1475174226.954139:1475174229.182916:1475174231.412055:1475174233.641195:1475174235.870142:1475174238.099314:,1475174218.247464:1475174220.463435:1475174222.703406:1475174224.863363:1475174227.151305:1475174229.407270:1475174231.583264:1475174233.911251:1475174236.095229:1475174238.303194:,1475174218.247464:1475174220.463435:1475174222.703406:1475174224.863363:1475174227.151305:1475174229.407270:1475174231.583264:1475174233.911251:1475174236.095229:1475174238.303194:,
1001,1475174266.804165,0,0.400000,1,1,1,10,1475174246.186891:1475174248.416124:1475174250.645234:1475174252.874143:1475174255.103356:1475174257.332340:1475174259.561892:1475174261.790437:1475174264.019570:1475174266.248671:,1475174246.423040:1475174248.703049:1475174250.879010:1475174253.158963:1475174255.374951:1475174257.558919:1475174259.846855:1475174261.998862:1475174264.230822:1475174266.454798:,1475174246.423040:1475174248.703049:1475174250.879010:1475174253.158963:1475174255.374951:1475174257.558919:1475174259.846855:1475174261.998862:1475174264.230822:1475174266.454798:,
1001,1475174292.994081,0,0.100000,1,1,1,10,1475174272.376944:1475174274.605969:1475174276.834968:1475174279.064089:1475174281.293211:1475174283.522192:1475174285.751311:1475174287.980391:1475174290.209499:1475174292.438592:,1475174272.518719:1475174274.830677:1475174277.006654:1475174279.222588:1475174281.558558:1475174283.782556:1475174286.030547:1475174288.206486:1475174290.462432:1475174292.606419:,1475174272.518719:1475174274.830677:1475174277.006654:1475174279.222588:1475174281.558558:1475174283.782556:1475174286.030547:1475174288.206486:1475174290.462432:1475174292.606419:,
1001,1475174321.668220,0,0.300000,1,1,1,10,1475174301.406484:1475174303.634905:1475174305.863939:1475174308.093492:1475174310.322078:1475174312.551301:1475174314.780297:1475174317.009444:1475174319.238447:1475174321.467927:,1475174301.510308:-1.000000:1475174304.014274:1475174306.126260:1475174308.390218:1475174310.542196:1475174312.798158:1475174315.046128:1475174317.278098:1475174319.542039:,1475174301.510308:-1.000000:1475174304.014274:1475174306.126260:1475174308.390218:1475174310.542196:1475174312.798158:1475174315.046128:1475174317.278098:1475174319.542039:,
